word;sentence;offensive
flunking;Very interested.” “You mean about my flunking out of Pencey and all?” I said.;not_offensive
mistaken;“If I’m not mistaken, I believe you also had some difficulty at the Whooton School and at Elkton Hills.” He didn’t say it just sarcastic, but sort of nasty, too.;not_offensive
difficulty;“If I’m not mistaken, I believe you also had some difficulty at the Whooton School and at Elkton Hills.” He didn’t say it just sarcastic, but sort of nasty, too.;not_offensive
nasty;“If I’m not mistaken, I believe you also had some difficulty at the Whooton School and at Elkton Hills.” He didn’t say it just sarcastic, but sort of nasty, too.;not_offensive
difficulty;“I didn’t have too much difficulty at Elkton Hills,” I told him.;not_offensive
flunk;“I didn’t exactly flunk out or anything.;not_offensive
mean;I mean it’s pretty complicated.” I didn’t feel like going into the whole thing with him.;not_offensive
bastard;Haas, that was the phoniest bastard I ever met in my life.;offensive
phony;I mean if a boy’s mother was sort of fat or corny-looking or something, and if somebody’s father was one of those guys that wear those suits with very big shoulders and corny black-andwhite shoes, then old Hans would just shake hands with them and give them a phony smile and then he’d go talk, for maybe a half an hour, with somebody else’s parents.;offensive
depressed;It makes me so depressed I go crazy.;not_offensive
crazy;It makes me so depressed I go crazy.;not_offensive
dead;It made me sound dead or something.;not_offensive
mean;“I mean it.;not_offensive
mean;“I mean it, sir.;not_offensive
hot;“Wouldn’t you like a cup of hot chocolate before you go?;not_offensive
crap;And all that crap.;offensive
sad;It made me feel sad as hell, though.;not_offensive
liar;I’M THE MOST TERRIFIC LIAR you ever saw in your life.;not_offensive
awful;It’s awful.;offensive
terrible;It’s terrible.;offensive
phony;I just see the big phony bastard shifting into first gear and asking Jesus to send him a few more stiffs.;offensive
bastard;I just see the big phony bastard shifting into first gear and asking Jesus to send him a few more stiffs.;offensive
academic;He didn’t say anything then, but the next night he made us have compulsory study hall in the academic building and he came up and made a speech.;not_offensive
red;It was this red hunting hat, with one of those very, very long peaks.;not_offensive
mistake;The book I was reading was this book I took out of the library by mistake.;not_offensive
stink;I thought it was going to stink, but it didn’t.;not_offensive
illiterate;I’m quite illiterate, but I read a lot.;not_offensive
ring;My favorite author is my brother D.B., and my next favorite is Ring Lardner.;not_offensive
ring;My brother gave me a book by Ring Lardner for my birthday, just before I went to Pencey.;not_offensive
cop;Only, he’s married, the cop, so be can’t marry her or anything.;not_offensive
killed;That story just about killed me.;not_offensive
terrible;And not only that, he had a terrible personality.;offensive
nasty;He was also sort of a nasty guy.;offensive
crazy;I wasn’t too crazy about him, to tell you the truth.;not_offensive
mistake;He wanted you to think he’d come in by mistake, for God’s sake.;not_offensive
slow;He started walking around the room, very slow and all, the way he always did, picking up your personal stuff off your desk and chiffonier.;not_offensive
nerves;Boy, could he get on your nerves sometimes.;not_offensive
damn;He didn’t give a damn about the fencing.;not_offensive
wrong;He always put it back in the wrong place, too, when he was finished.;not_offensive
damn;“I don’t know, and I don’t give a damn.;not_offensive
nuts;You’re nuts.;offensive
bang;That stuff gives me a bang sometimes.;not_offensive
death;At Pencey, you either froze to death or died of the heat.;not_offensive
died;At Pencey, you either froze to death or died of the heat.;not_offensive
killed;I nearly got killed doing it, too.;not_offensive
damn;It damn near killed old Ackley, though.;not_offensive
killed;It damn near killed old Ackley, though.;not_offensive
damn;“You have a damn good sense of humor, Ackley kid,” I told him.;not_offensive
cutting;I’ll get you on the goddam radio.” I sat down in my chair again, and he started cutting his big horny-looking nails.;not_offensive
lousy;What lousy manners.;offensive
mean;I mean it.;not_offensive
sonuvabitch;Boy, I can’t stand that sonuvabitch.;offensive
sonuvabitch;He’s one sonuvabitch I really can’t stand.;offensive
sonuvabitch;I just can’t stand the sonuvabitch.;offensive
nasty;I didn’t say it nasty, though.;not_offensive
sonuvabitch;“You don’t know him, thats the trouble.” “I still say he’s a sonuvabitch.;offensive
conceited;He’s a conceited sonuvabitch.;offensive
phony;It was partly a phony kind of friendly, but at least he always said hello to Ackley and all.;not_offensive
fast;“I think maybe I’ll take a fast shave,” he said.;not_offensive
hot;It was hot as hell and the windows were all steamy.;not_offensive
slob;You remember I said before that Ackley was a slob in his personal habits?;offensive
slob;Stradlater was more of a secret slob.;offensive
slob;He always looked good when he was finished fixing himself up, but he was a secret slob anyway, if you knew him the way I did.;offensive
love;The reason he fixed himself up to look good was because he was madly in love with himself.;not_offensive
mean;I mean he was mostly a Year Book kind of handsome guy.;not_offensive
crazy;Just because they’re crazy about themseif, they think you’re crazy about them, too, and that you’re just dying to do them a favor.;not_offensive
bastards;Suspense is good for some bastards like Stradlater.;offensive
ass;Which is something that gives me a royal pain in the ass.;offensive
bastard;He’s drunk as a bastard.;offensive
crap;“Now, cut out the crap,” he said.;offensive
damn;I damn near dropped dead.;not_offensive
dead;I damn near dropped dead.;not_offensive
stupid;I was sitting on his stupid towel.;offensive
hound;“Her mother was married again to some booze hound,” I said.;offensive
hound;About the booze hound running around the house naked, with Jane around.;offensive
bastard;Stradlater was a very sexy bastard.;offensive
bastard;Ackley was a very nosy bastard.;offensive
nervous;I was getting sort of nervous, all of a sudden.;not_offensive
mean;I mean I just sat in my chair, not doing anything.;not_offensive
bastard;I already told you what a sexy bastard Stradlater was.;offensive
damn;All of a sudden, Ackley barged back in again, through the damn shower curtains, as usual.;offensive
stupid;For once in my stupid life, I was really glad to see him.;offensive
bastard;I don’t even think the bastard had a handkerchief, if you want to know the truth.;offensive
childish;It was very childish, but everybody was really enjoying themselves.;not_offensive
ass;Neither of us felt like sitting around on our ass all night.;not_offensive
bastard;He said, “That bastard … All right.”;offensive
hyenas;They both laughed like hyenas at stuff that wasn’t even funny.;offensive
green;In green ink.;not_offensive
mad;He never got mad at anybody.;not_offensive
stupid;It was a very stupid thing to do, I’ll admit, but I hardly didn’t even know I was doing it, and you didn’t know Allie.;offensive
mean;I mean I’m not going to be a goddam surgeon or a violinist or anything anyway.;not_offensive
lousy;It took me about an hour, because I had to use Stradlater’s lousy typewriter, and it kept jamming on me.;offensive
crazy;You had to feel a little sorry for the crazy sonuvabitch.;offensive
stupid;I mean I can’t remember exactly what I was doing when I heard his goddam stupid footsteps coming down the corridor.;offensive
fool;When I really worry about something, I don’t just fool around.;not_offensive
bastard;I’d double-dated with that bastard a couple of times, and I know what I’m talking about.;offensive
unscrupulous;He was unscrupulous.;offensive
stupid;If he was so goddam stupid not to realize it was Saturday night and everybody was out or asleep or home for the week end, I wasn’t going to break my neck telling him.;offensive
crazy;“Ya crazy?;offensive
bastard;“Yeah.” The hell he did, the bastard.;offensive
stupid;“What the hell’s the matter with you?” he kept saying, and his stupid race kept getting redder and redder.;offensive
stupid;I told him he didn’t even care if a girl kept all her kings in the back row or not, and the reason he didn’t care was because he was a goddam stupid moron.;offensive
moron;I told him he didn’t even care if a girl kept all her kings in the back row or not, and the reason he didn’t care was because he was a goddam stupid moron.;offensive
moron;He hated it when you called a moron.;offensive
morons;All morons hate it when you call them a moron.;offensive
hate;All morons hate it when you call them a moron.;offensive
moron;All morons hate it when you call them a moron.;offensive
stupid;“Shut up, now, Holden,” he said with his big stupid red face.;offensive
red;“Shut up, now, Holden,” he said with his big stupid red face.;offensive
dirty;“You’re a dirty stupid sonuvabitch of a moron,” I told him.;offensive
stupid;“You’re a dirty stupid sonuvabitch of a moron,” I told him.;offensive
sonuvabitch;“You’re a dirty stupid sonuvabitch of a moron,” I told him.;offensive
moron;“You’re a dirty stupid sonuvabitch of a moron,” I told him.;offensive
stupid;He shook his big stupid finger in my face.;offensive
moron;That’s the way you can always tell a moron.;offensive
moron;I just lay there in the floor for a while, and kept calling him a moron sonuvabitch.;offensive
sonuvabitch;I just lay there in the floor for a while, and kept calling him a moron sonuvabitch.;offensive
stupid;I put it on, and turned the old peak around to the back, the way I liked it, and then I went over and took a look at my stupid face in the mirror.;not_offensive
stink;It always had a funny stink in it, because he was so crumby in his personal habits.;offensive
stupid;In the first place, he was even more stupid than Stradlater.;offensive
bore;He certainly was a bore about that.;offensive
bastard;You bastard, did you wake me just to ask me a dumb ques-“ “Aah, go back to sleep.;offensive
dumb;You bastard, did you wake me just to ask me a dumb ques-“ “Aah, go back to sleep.;offensive
stupid;All stupid bastards.;offensive
bastards;All stupid bastards.;offensive
stupid;I didn’t want to hang around in that stupid atmosphere any more.;offensive
phony;I stopped on the way, though, and picked up Ackley’s hand, and gave him a big, phony handshake.;not_offensive
stupid;Some stupid guy had thrown peanut shells all over the stairs, and I damn near broke my crazy neck.;offensive
crazy;Some stupid guy had thrown peanut shells all over the stairs, and I damn near broke my crazy neck.;offensive
dumb;If I’m on a train at night, I can usually even read one of those dumb stories in a magazine without puking.;offensive
puking;If I’m on a train at night, I can usually even read one of those dumb stories in a magazine without puking.;offensive
phony;One of those stories with a lot of phony, lean-jawed guys named David in it, and a lot of phony girls named Linda or Marcia that are always lighting all the goddam Davids’ pipes for them.;offensive
mean;I just like them, I mean.;not_offensive
dope;She didn’t look like any dope to me.;not_offensive
bastard;She looked like she might have a pretty damn good idea what a bastard she was the mother of.;offensive
rat;You take a guy like Morrow that’s always snapping their towel at people’s asses-really trying to hurt somebody with it-they don’t just stay a rat while they’re a kid.;not_offensive
rat;They stay a rat their whole life.;offensive
phony;Then I thought of calling this girl I used to go around with quite frequently, Sally Hayes, because I knew her Christmas vacation had started already-she’d written me this long, phony letter, inviting me over to help her trim the Christmas tree Christmas Eve and all-but I was afraid her mother’d answer the phone.;offensive
crazy;Besides, I wasn’t crazy about talking to old Mrs.;not_offensive
bastard;I was probably the only normal bastard in the whole place-and that isn’t saying much.;not_offensive
bad;It’s really too bad that so much crumby stuff is a lot of fun sometimes.;not_offensive
ass;Last year I made a rule that I was going to quit horsing around with girls that, deep down, gave me a pain in the ass.;offensive
terrible;I spent the whole night necking with a terrible phony named Anne Louise Sherman.;offensive
phony;I spent the whole night necking with a terrible phony named Anne Louise Sherman.;offensive
whore;It was the address of this girl that wasn’t exactly a whore or anything but that didn’t mind doing it once in a while, this Princeton guy told me.;offensive
stupid;I only met him once, at a goddam stupid party.;offensive
dumb;As a matter of fact, I’m the only dumb one in the family.;not_offensive
dumb;I’m the only really dumb one.;not_offensive
putrid;The band was putrid.;offensive
ugly;The whole three of them were pretty ugly, and they all had on the kind of hats that you knew they didn’t really live in New York, but one of them, the blonde one, wasn’t too bad.;offensive
bad;The whole three of them were pretty ugly, and they all had on the kind of hats that you knew they didn’t really live in New York, but one of them, the blonde one, wasn’t too bad.;offensive
stupid;I’m not kidding, some of these very stupid girls can really knock you out on a dance floor.;offensive
stinking;Buddy Singer and his stinking band was playing “Just One of Those Things” and even they couldn’t ruin it entirely.;offensive
ruin;Buddy Singer and his stinking band was playing “Just One of Those Things” and even they couldn’t ruin it entirely.;offensive
dumb;The funny thing is, I thought she was enjoying it, too, till all of a sudden she came out with this very dumb remark.;offensive
stupid;Every time they do something pretty, even if they’re not much to look at, or even if they’re sort of stupid, you fall half in love with them, and then you never know where the hell you are.;offensive
ugly;The two ugly ones’ names were Marty and Laverne.;offensive
stupidest;You could hardly tell which was the stupidest of the three of them.;offensive
ugly;I thought the two ugly ones, Marty and Laverne, were sisters, but they got very insulted when I asked them.;offensive
ugly;The one ugly one, Laverne, wasn’t too bad a dancer, but the other one, old Marty, was murder.;offensive
murder;The one ugly one, Laverne, wasn’t too bad a dancer, but the other one, old Marty, was murder.;offensive
ugly;The one ugly one, Laverne, kept kidding me because I was only drinking Cokes.;offensive
ugly;The other ugly one, Laverne, thought she was a very witty type.;offensive
ignorant;They were so ignorant, and they had those sad, fancy hats on and all.;offensive
sad;They were so ignorant, and they had those sad, fancy hats on and all.;offensive
irritated;The way I met her, this Doberman pinscher she had used to come over and relieve himself on our lawn, and my mother got very irritated about it.;not_offensive
stink;She called up Jane’s mother and made a big stink about it.;not_offensive
stink;My mother can make a very big stink about that kind of stuff.;not_offensive
balls;She lost eight balls, I remember.;not_offensive
terrible;I had a terrible time getting her to at least open her eyes when she took a swing at the ball.;not_offensive
ball;I had a terrible time getting her to at least open her eyes when she took a swing at the ball.;not_offensive
hates;I figured that anybody that hates the movies as much as I do, I’d be a phony if I let them stick me in a movie short.;not_offensive
phony;I figured that anybody that hates the movies as much as I do, I’d be a phony if I let them stick me in a movie short.;not_offensive
mean;I mean when she was talking and she got excited about something, her mouth sort of went in about fifty directions, her lips and all.;not_offensive
mean;I mean my mother always thought Jane and her mother were sort of snubbing her or something when they didn’t say hello.;not_offensive
bastard;It was a Saturday and it was raining like a bastard out, and I was over at her house, on the porch-they had this big screened-in porch.;not_offensive
hard;Sometimes I think they’d like it if you kidded them-in fact, I know they would-but it’s hard to get started, once you’ve known them a pretty long time and never kidded them.;not_offensive
hound;It was raining like hell and we were out on her porch, and all of a sudden this booze hound her mother was married to came out on the porch and asked Jane if there were any cigarettes in the house.;offensive
lousy;He had a lousy personality.;offensive
red;After a while, she got up and went in and put on this red and white sweater she had, that knocked me out, and we went to a goddam movie.;not_offensive
hound;Cudahy-that was the booze hound’s name-had ever tried to get wise with her.;offensive
bastard;She was pretty young, but she had this terrific figure, and I wouldn’t've put it past that Cudahy bastard.;offensive
mean;I mean she was quite young and all, and most girls if you see them putting their hand on the back of somebody’s neck, they’re around twenty-five or thirty and usually they’re doing it to their husband or their little kid-I do it to my kid sister Phoebe once in a while, for instance.;not_offensive
damn;Every time I got to the part about her out with Stradlater in that damn Ed Banky’s car, it almost drove me crazy.;offensive
depressing;It was too depressing.;not_offensive
perverts;I also took a look out the window to see if all the perverts were still in action, but the lights and all were out now.;offensive
snob;He’s a terrific snob and he won’t hardly even talk to you unless you’re a big shot or a celebrity or something, but he can really play the piano.;offensive
mean;I don’t exactly know what I mean by that, but I mean it.;not_offensive
worse;What made it worse, it was so quiet and lonesome out, even though it was Saturday night.;not_offensive
hyenas;Now and then you just saw a man and a girl crossing a street, with their arms around each other’s waists and all, or a bunch of hoodlumy-looking guys and their dates, all of them laughing like hyenas at something you could bet wasn’t funny.;offensive
depressed;It makes you feel so lonesome and depressed.;not_offensive
bull;I kept wishing I could go home and shoot the bull for a while with old Phoebe.;not_offensive
struck;But finally, after I was riding a while, the cab driver and I sort of struck up a conversation.;not_offensive
mean;I mean does somebody come around in a truck or something and take them away, or do they fly away by themselves-go south or something?” Old Horwitz turned all the way around and looked at me.;not_offensive
bad;He wasn’t a bad guy, though.;not_offensive
stupid;“How the hell should I know a stupid thing like that?” ;offensive
damn;I was afraid he was going to crack the damn taxi up or something.;offensive
jerks;Mostly with prep school jerks and college jerks.;offensive
damn;He had a big damn mirror in front of the piano, with this big spotlight on him, so that everybody could watch his face while he played.;offensive
stinking;I’m not too sure what the name of the song was that he was playing when I came in, but whatever it was, he was really stinking it up.;offensive
dumb;He was putting all these dumb, show-offy ripples in the high notes, and a lot of other very tricky stuff that gives me a pain in the ass.;offensive
tricky;He was putting all these dumb, show-offy ripples in the high notes, and a lot of other very tricky stuff that gives me a pain in the ass.;offensive
ass;He was putting all these dumb, show-offy ripples in the high notes, and a lot of other very tricky stuff that gives me a pain in the ass.;offensive
puked;You would’ve puked.;not_offensive
morons;They were exactly the same morons that laugh like hyenas in the movies at stuff that isn’t funny.;offensive
hyenas;They were exactly the same morons that laugh like hyenas in the movies at stuff that isn’t funny.;offensive
phony;Anyway, when he was finished, and everybody was clapping their heads off, old Ernie turned around on his stool and gave this very phony, humble bow.;offensive
snob;It was very phony-I mean him being such a big snob and all.;offensive
stinking;They finally got me this stinking table, right up against a wall and behind a goddam post, where you couldn’t see anything.;offensive
dope;You could even be a dope fiend and nobody’d care.;offensive
fiend;You could even be a dope fiend and nobody’d care.;offensive
ugly;Real ugly girls have it tough.;offensive
bastards;All those Ivy League bastards look alike.;offensive
horrible;His date kept saying to him, “How horrible … Don’t, darling.;not_offensive
ass;I certainly began to feel like a prize horse’s ass, though, sitting there all by myself.;not_offensive
bastards;Those bastards never give your message to anybody.;offensive
ass;She had some Navy officer with her that looked like he had a poker up his ass.;offensive
forced;I puked before I went to bed, but I didn’t really have to-I forced myself.;not_offensive
stinking;One of them was this very Cuban-looking guy, and he kept breathing his stinking breath in my face while I gave him directions.;offensive
damn;I ended up not even going in the damn bar.;offensive
empty;The whole lobby was empty.;not_offensive
dead;It smelled like fifty million dead cigars.;not_offensive
lousy;I wasn’t sleepy or anything, but I was feeling sort of lousy.;not_offensive
mess;Then, all of a sudden, I got in this big mess.;not_offensive
dumb;Which was a very dumb answer, but it’s quite embarrassing when somebody comes right up and asks you a question like that.;offensive
trouble;That’s the whole trouble.;not_offensive
cut;I went to my room and put some water on my hair, but you can’t really comb a crew cut or anything.;not_offensive
prostitute;I knew I didn’t have to get all dolled up for a prostitute or anything, but it sort of gave me something to do.;offensive
wrong;For instance, if you’re at a girl’s house, her parents always come home at the wrong time-or you’re afraid they will.;not_offensive
wrong;Something went wrong, though-I don’t even remember what any more.;not_offensive
trouble;The trouble with me is, I stop.;not_offensive
trouble;The trouble is, I get to feeling sorry for them.;not_offensive
dumb;I mean most girls are so dumb and all.;offensive
prostitute;I figured if she was a prostitute and all, I could get in some practice on her, in case I ever get married or anything.;offensive
rake;He was a real rake and all, but he knocked women out.;offensive
prostitute;I thought of asking her how she got to be a prostitute and all, but I was scared to ask her.;offensive
prostitute;I thought of her going in a store and buying it, and nobody in the store knowing she was a prostitute and all.;offensive
stupid;And besides, I don’t think I could ever do it with somebody that sits in a stupid movie all day long.;offensive
lying;“You’re cute.” She made me so nervous, I just kept on lying my head off.;not_offensive
dirty;I just had an operation.” She didn’t get up from my lap or anything, but she gave me this terrifically dirty look.;not_offensive
crazy;“I was sleepin’ when that crazy Maurice woke me up.;offensive
prostitute;If she’d been a big old prostitute, with a lot of makeup on her face and all, she wouldn’t have been half as spooky.;offensive
poor;I like him ten times as much as the Disciples, that poor bastard.;offensive
bastard;I like him ten times as much as the Disciples, that poor bastard.;offensive
sonuvabitch;I damn near fell over on my can-he was a huge sonuvabitch.;offensive
damn;They acted like they owned the damn place.;offensive
nervous;Boy, was I nervous.;not_offensive
crap;Cut the crap, now.;offensive
phony;All he had on underneath was a phony shirt collar, but no shirt or anything.;offensive
scared;God, was I scared.;not_offensive
moron;He was a real moron.;offensive
whore;Want your parents to know you spent the night with a whore?;offensive
cry;I’m no crook.” All of a sudden I started to cry.;not_offensive
hard;Then what he did, he snapped his finger very hard on my pajamas.;not_offensive
dirty;I told him he was a goddam dirty moron.;offensive
moron;I told him he was a goddam dirty moron.;offensive
damn;I was so damn mad and nervous and all.;not_offensive
dirty;“You’re a dirty moron,” I said.;offensive
moron;“You’re a dirty moron,” I said.;offensive
stupid;“You’re a stupid chiseling moron, and in about two years you’ll be one of those scraggy guys that come up to you on the street and ask for a dime for coffee.;offensive
moron;“You’re a stupid chiseling moron, and in about two years you’ll be one of those scraggy guys that come up to you on the street and ask for a dime for coffee.;offensive
snot;You’ll have snot all over your dirty filthy overcoat, and you’ll be-“ Then he smacked me.;offensive
dirty;You’ll have snot all over your dirty filthy overcoat, and you’ll be-“ Then he smacked me.;offensive
filthy;You’ll have snot all over your dirty filthy overcoat, and you’ll be-“ Then he smacked me.;offensive
nerves;Now I was on the way to the bathroom to get a good shot of bourbon or something to steady my nerves and help me really go into action.;not_offensive
stupid;I didn’t want a bunch of stupid rubbernecks looking at me when I was all gory.;offensive
crazy;If you think I was dying to see him again, you’re crazy.;offensive
stupidity;I used to think she was quite intelligent, in my stupidity.;not_offensive
stupid;If somebody knows quite a lot about those things, it takes you quite a while to find out whether they’re really stupid or not.;offensive
trouble;My big trouble is, I always sort of think whoever I’m necking is a pretty intelligent person.;not_offensive
phony;She was quite a little phony.;offensive
phony;It’s so phony.;offensive
ass;She gave me a pain in the ass, but she was very good-looking.;offensive
bastard;I didn’t break my neck looking for him, naturally, the bastard.;offensive
spendthrift;I’m a goddam spendthrift at heart.;offensive
crazy;It drives my parents crazy.;not_offensive
died;She hasn’t felt too healthy since my brother Allie died.;not_offensive
nervous;She’s very nervous.;not_offensive
bad;After I put my bags in one of those strong boxes at the station, I went into this little sandwich bar and bad breakfast.;not_offensive
hate;It isn’t important, I know, but I hate it when somebody has cheap suitcases.;not_offensive
terrible;It sounds terrible to say it, but I can even get to hate somebody, just looking at them, if they have cheap suitcases with them.;not_offensive
rack;He used to keep them under the bed, instead of on the rack, so that nobody’d see them standing next to mine.;not_offensive
depressed;It depressed holy hell out of me, and I kept wanting to throw mine out or something, or even trade with him.;not_offensive
rack;The day after I put mine under my bed, he took them out and put them back on the rack.;not_offensive
snotty;He was always saying snotty things about them, my suitcases, for instance.;offensive
bourgeois;He kept saying they were too new and bourgeois.;not_offensive
bourgeois;Even my fountain pen was bourgeois.;not_offensive
stupid;It’s one of the reasons why I roomed with a stupid bastard like Stradlater.;offensive
bastard;It’s one of the reasons why I roomed with a stupid bastard like Stradlater.;offensive
struck;Anyway, these two nuns were sitting next to me, and we sort of struck up a conversation.;not_offensive
bastard;Then I started wondering like a bastard what the one sitting next to me, that taught English, thought about, being a nun and all, when she read certain books for English.;not_offensive
crazy;“Well, I’m not too crazy about Romeo and Juliet,” I said.;not_offensive
crazy;That kind of stuff drives me crazy.;not_offensive
mistake;I was smoking a cigarette, and when I stood up to say good-by to them, by mistake I blew some smoke in their face.;not_offensive
hard;It was hard to picture.;not_offensive
ass;The only way she could go around with a basket collecting dough would be if everybody kissed her ass for her when they made a contribution.;not_offensive
